Reach to Deadlock States:
----------------------------------------------------------------------
| No. | State       | Previous State | Transition           |
| 1583 | (5, 6, 0, 2) | (4, 5, 0, 1) | t(4,2)               |
| 1584 | (10, 1, 4, 5) | (9, 0, 3, 4) | t(4,5)               |
| 1585 | (10, 1, 4, 0) | (10, 1, 3, 0) | t(3,4)               |
| 1586 | (0, 2, 5, 0) | (10, 1, 4, 5) | t(4,0)               |
| 1587 | (0, 2, 5, 1) | (10, 2, 4, 0) | t(4,1)               |
| 1588 | (1, 3, 0, 1) | (0, 2, 5, 0) | t(4,1)               |
| 1589 | (1, 3, 0, 2) | (0, 3, 5, 1) | t(4,2)               |
| 1590 | (2, 4, 1, 2) | (1, 3, 0, 1) | t(4,2)               |
| 1591 | (2, 4, 1, 3) | (1, 4, 0, 3) | t(3,1)               |
| 1592 | (3, 5, 2, 2) | (2, 5, 2, 1) | t(4,2)               |
| 1593 | (4, 5, 2, 3) | (3, 5, 2, 2) | t(4,3)               |
| 1594 | (6, 6, 3, 0) | (6, 6, 2, 0) | t(3,3)               |
| 1595 | (7, 7, 4, 1) | (7, 7, 3, 1) | t(3,4)               |
| 1596 | (9, 0, 5, 3) | (8, 8, 4, 3) | t(3,5)               |
| 1597 | (4, 5, 2, 2) | (3, 5, 2, 1) | t(4,2)               |
| 1598 | (4, 5, 3, 3) | (4, 4, 3, 2) | t(4,3)               |
| 1599 | (5, 5, 2, 3) | (5, 5, 2, 2) | t(4,3)               |
| 1600 | (5, 5, 3, 3) | (4, 4, 2, 2) | t(4,3)               |
| 1601 | (5, 6, 4, 3) | (5, 5, 3, 2) | t(4,3)               |
| 1602 | (6, 6, 3, 3) | (6, 6, 2, 2) | t(4,3)               |
| 1603 | (6, 6, 4, 3) | (6, 6, 4, 2) | t(4,3)               |
| 1604 | (6, 6, 5, 4) | (5, 6, 4, 3) | t(4,4)               |
| 1605 | (6, 6, 5, 5) | (6, 6, 4, 5) | t(3,5)               |
| 1606 | (6, 7, 5, 4) | (5, 7, 4, 4) | t(3,5)               |
| 1607 | (7, 6, 4, 4) | (7, 6, 3, 3) | t(4,4)               |
| 1608 | (7, 6, 4, 5) | (7, 6, 4, 4) | t(4,5)               |
| 1609 | (7, 6, 5, 4) | (7, 6, 4, 3) | t(4,4)               |
| 1610 | (7, 6, 5, 5) | (7, 6, 4, 4) | t(4,5)               |
| 1611 | (7, 7, 4, 4) | (6, 7, 3, 4) | t(3,4)               |
| 1612 | (7, 7, 5, 4) | (7, 7, 4, 4) | t(3,5)               |
| 1613 | (7, 7, 0, 5) | (6, 6, 5, 4) | t(4,5)               |
| 1614 | (7, 7, 0, 0) | (7, 7, 5, 0) | t(3,0)               |
| 1615 | (7, 8, 0, 5) | (6, 8, 5, 5) | t(3,0)               |
| 1616 | (8, 7, 5, 5) | (7, 7, 4, 4) | t(4,5)               |
| 1617 | (8, 7, 5, 0) | (8, 7, 4, 0) | t(3,5)               |
| 1618 | (8, 7, 0, 5) | (8, 7, 5, 5) | t(3,0)               |
| 1619 | (8, 7, 0, 0) | (8, 7, 5, 5) | t(4,0)               |
| 1620 | (8, 8, 5, 5) | (7, 8, 4, 5) | t(3,5)               |
| 1621 | (8, 8, 0, 5) | (7, 8, 5, 5) | t(3,0)               |
| 1622 | (8, 8, 1, 0) | (7, 7, 0, 5) | t(4,0)               |
| 1623 | (8, 8, 1, 1) | (8, 7, 0, 0) | t(4,1)               |
| 1624 | (8, 0, 1, 0) | (7, 0, 0, 0) | t(3,1)               |
| 1625 | (9, 8, 0, 0) | (8, 8, 5, 5) | t(4,0)               |
| 1626 | (9, 8, 0, 1) | (9, 8, 5, 1) | t(3,0)               |
| 1627 | (9, 8, 1, 0) | (8, 8, 0, 5) | t(4,0)               |
| 1628 | (9, 8, 1, 1) | (9, 8, 0, 0) | t(4,1)               |
| 1629 | (9, 0, 0, 0) | (8, 0, 0, 0) | t(1,9)               |
| 1630 | (9, 0, 1, 0) | (8, 0, 1, 0) | t(1,9)               |
| 1631 | (9, 0, 2, 1) | (8, 8, 1, 0) | t(4,1)               |
| 1632 | (9, 0, 2, 2) | (8, 8, 2, 1) | t(4,2)               |
| 1633 | (10, 0, 1, 1) | (9, 0, 0, 0) | t(4,1)               |
| 1634 | (10, 0, 1, 2) | (10, 0, 0, 2) | t(3,1)               |
| 1635 | (10, 0, 2, 1) | (10, 0, 2, 0) | t(4,1)               |
| 1636 | (10, 0, 2, 2) | (10, 0, 1, 2) | t(3,2)               |
| 1637 | (10, 1, 3, 2) | (9, 0, 2, 1) | t(4,2)               |
| 1638 | (10, 1, 3, 3) | (9, 0, 2, 2) | t(4,3)               |
| 1639 | (0, 1, 2, 2) | (10, 1, 1, 1) | t(4,2)               |
| 1640 | (0, 1, 2, 3) | (0, 1, 1, 3) | t(3,2)               |
| 1641 | (0, 1, 3, 2) | (0, 1, 2, 1) | t(4,2)               |
| 1642 | (0, 1, 3, 3) | (0, 1, 2, 2) | t(4,3)               |
| 1643 | (0, 2, 4, 3) | (10, 1, 3, 2) | t(4,3)               |
| 1644 | (0, 2, 4, 4) | (10, 1, 3, 3) | t(4,4)               |
| 1645 | (1, 2, 3, 3) | (0, 2, 2, 2) | t(4,3)               |
| 1646 | (1, 2, 3, 4) | (1, 2, 2, 4) | t(3,3)               |
| 1647 | (1, 2, 4, 3) | (0, 2, 3, 2) | t(4,3)               |
| 1648 | (1, 2, 4, 4) | (1, 1, 3, 3) | t(4,4)               |
| 1649 | (1, 3, 5, 4) | (0, 2, 4, 3) | t(4,4)               |
| 1650 | (1, 3, 5, 5) | (0, 2, 4, 4) | t(4,5)               |
| 1651 | (2, 3, 4, 4) | (2, 3, 3, 3) | t(4,4)               |
| 1652 | (2, 3, 4, 5) | (2, 3, 3, 5) | t(3,4)               |
| 1653 | (2, 3, 5, 4) | (2, 3, 5, 3) | t(4,4)               |
| 1654 | (2, 3, 5, 5) | (2, 3, 5, 4) | t(4,5)               |
| 1655 | (2, 4, 0, 5) | (1, 3, 5, 4) | t(4,5)               |
| 1656 | (2, 4, 0, 0) | (1, 3, 0, 5) | t(4,0)               |
| 1657 | (3, 4, 5, 5) | (3, 4, 5, 4) | t(4,5)               |
| 1658 | (3, 4, 5, 0) | (3, 4, 5, 5) | t(4,0)               |
| 1659 | (3, 4, 0, 5) | (3, 4, 0, 4) | t(4,5)               |
| 1660 | (3, 4, 0, 0) | (2, 4, 0, 0) | t(1,3)               |
| 1661 | (3, 5, 1, 0) | (2, 4, 0, 5) | t(4,0)               |
| 1662 | (3, 5, 1, 1) | (2, 5, 1, 0) | t(4,1)               |
| 1663 | (4, 5, 0, 0) | (4, 5, 0, 5) | t(4,0)               |
| 1664 | (4, 5, 0, 1) | (3, 4, 0, 0) | t(4,1)               |
| 1665 | (4, 5, 1, 0) | (3, 4, 1, 5) | t(4,0)               |
| 1666 | (4, 5, 1, 1) | (3, 5, 1, 1) | t(1,4)               |
| 1667 | (5, 6, 1, 1) | (4, 6, 0, 0) | t(4,1)               |
| 1668 | (6, 7, 1, 1) | (5, 6, 0, 0) | t(4,1)               |
| 1669 | (9, 1, 3, 3) | (8, 0, 3, 3) | t(2,1)               |
| 1670 | (2, 8, 2, 2) | (1, 8, 1, 1) | t(4,2)               |
| 1671 | (2, 8, 3, 3) | (1, 8, 2, 2) | t(4,3)               |
| 1672 | (2, 0, 3, 2) | (1, 0, 2, 1) | t(4,2)               |
| 1673 | (2, 0, 3, 3) | (1, 0, 2, 2) | t(4,3)               |
| 1674 | (2, 0, 4, 4) | (1, 0, 3, 3) | t(4,4)               |
| 1675 | (2, 0, 5, 4) | (1, 0, 4, 4) | t(3,5)               |
| 1676 | (2, 1, 4, 3) | (2, 1, 3, 3) | t(3,4)               |
| 1677 | (2, 1, 4, 4) | (1, 1, 3, 3) | t(4,4)               |
| 1678 | (2, 1, 5, 3) | (2, 1, 4, 2) | t(4,3)               |
| 1679 | (2, 1, 5, 4) | (2, 1, 4, 3) | t(4,4)               |
| 1680 | (3, 0, 4, 4) | (3, 0, 4, 3) | t(4,4)               |
| 1681 | (3, 1, 4, 3) | (3, 1, 4, 2) | t(4,3)               |
| 1682 | (3, 1, 4, 4) | (3, 1, 4, 3) | t(4,4)               |
| 1683 | (3, 1, 5, 5) | (2, 1, 4, 4) | t(4,5)               |
| 1684 | (3, 1, 0, 5) | (3, 1, 0, 4) | t(4,5)               |
| 1685 | (3, 2, 5, 4) | (2, 2, 4, 3) | t(4,4)               |
| 1686 | (3, 2, 5, 5) | (3, 2, 4, 4) | t(4,5)               |
| 1687 | (3, 2, 0, 4) | (3, 2, 5, 3) | t(4,4)               |
| 1688 | (3, 2, 0, 5) | (2, 2, 5, 4) | t(4,5)               |
| 1689 | (4, 1, 5, 5) | (4, 1, 4, 4) | t(4,5)               |
| 1690 | (4, 2, 5, 4) | (3, 2, 5, 3) | t(4,4)               |
| 1691 | (4, 2, 5, 5) | (4, 2, 5, 4) | t(4,5)               |
| 1692 | (4, 2, 0, 0) | (4, 2, 5, 5) | t(4,0)               |
| 1693 | (4, 2, 1, 0) | (3, 2, 0, 5) | t(4,0)               |
| 1694 | (4, 3, 0, 5) | (3, 3, 0, 4) | t(4,5)               |
| 1695 | (4, 3, 0, 0) | (4, 3, 0, 5) | t(4,0)               |
| 1696 | (4, 3, 1, 5) | (3, 3, 1, 4) | t(4,5)               |
| 1697 | (4, 3, 1, 0) | (4, 3, 1, 5) | t(4,0)               |
| 1698 | (5, 2, 0, 0) | (5, 2, 5, 5) | t(4,0)               |
| 1699 | (5, 3, 0, 5) | (5, 3, 5, 4) | t(4,5)               |
| 1700 | (5, 3, 0, 0) | (5, 3, 0, 5) | t(4,0)               |
| 1701 | (5, 3, 1, 1) | (5, 3, 0, 0) | t(4,1)               |
| 1702 | (5, 3, 2, 1) | (5, 3, 2, 0) | t(4,1)               |
| 1703 | (5, 4, 1, 0) | (5, 4, 1, 5) | t(4,0)               |
| 1704 | (5, 4, 1, 1) | (5, 4, 1, 0) | t(4,1)               |
| 1705 | (5, 4, 2, 0) | (4, 3, 2, 0) | t(2,4)               |
| 1706 | (5, 4, 2, 1) | (5, 3, 1, 0) | t(4,1)               |
| 1707 | (5, 4, 2, 2) | (4, 3, 2, 1) | t(4,2)               |
| 1708 | (5, 4, 3, 1) | (4, 4, 2, 0) | t(4,1)               |
| 1709 | (5, 4, 3, 2) | (4, 4, 2, 1) | t(4,2)               |
| 1710 | (5, 5, 2, 1) | (4, 4, 2, 1) | t(2,5)               |
| 1711 | (5, 5, 2, 2) | (4, 4, 2, 1) | t(4,2)               |
| 1712 | (5, 5, 3, 1) | (5, 5, 2, 0) | t(4,1)               |
| 1713 | (5, 5, 3, 2) | (5, 4, 2, 1) | t(4,2)               |
| 1714 | (5, 5, 4, 2) | (5, 4, 3, 1) | t(4,2)               |
| 1715 | (5, 5, 4, 3) | (5, 4, 3, 2) | t(4,3)               |
| 1716 | (5, 6, 4, 2) | (5, 5, 3, 1) | t(4,2)               |
| 1717 | (5, 6, 5, 3) | (5, 5, 4, 2) | t(4,3)               |
| 1718 | (5, 6, 5, 4) | (5, 5, 4, 3) | t(4,4)               |
| 1719 | (6, 6, 5, 3) | (5, 6, 4, 2) | t(4,3)               |
| 1720 | (6, 6, 0, 4) | (5, 6, 5, 3) | t(4,4)               |
| 1721 | (6, 6, 0, 5) | (6, 6, 5, 5) | t(3,0)               |
| 1722 | (6, 7, 0, 4) | (5, 7, 0, 4) | t(1,6)               |
| 1723 | (6, 7, 0, 5) | (5, 6, 5, 4) | t(4,5)               |
| 1724 | (7, 6, 0, 4) | (6, 6, 5, 3) | t(4,4)               |
| 1725 | (7, 6, 0, 5) | (7, 6, 5, 4) | t(4,5)               |
| 1726 | (7, 7, 0, 4) | (6, 7, 5, 4) | t(3,0)               |
| 1727 | (7, 7, 1, 5) | (6, 6, 0, 4) | t(4,5)               |
| 1728 | (7, 7, 1, 0) | (7, 7, 0, 0) | t(3,1)               |
| 1729 | (7, 8, 1, 5) | (6, 8, 1, 5) | t(1,7)               |
| 1730 | (7, 8, 1, 0) | (6, 7, 0, 5) | t(4,0)               |
| 1731 | (8, 7, 1, 5) | (7, 6, 0, 4) | t(4,5)               |
| 1732 | (8, 7, 1, 0) | (8, 7, 0, 0) | t(3,1)               |
| 1733 | (8, 8, 1, 5) | (7, 8, 0, 5) | t(3,1)               |
| 1734 | (8, 8, 2, 0) | (7, 7, 1, 5) | t(4,0)               |
| 1735 | (8, 8, 2, 1) | (7, 7, 1, 1) | t(3,2)               |
| 1736 | (8, 0, 2, 0) | (7, 0, 2, 0) | t(1,8)               |
| 1737 | (8, 0, 2, 1) | (7, 8, 1, 0) | t(4,1)               |
| 1738 | (9, 8, 2, 0) | (8, 7, 1, 5) | t(4,0)               |
| 1739 | (9, 8, 2, 1) | (9, 8, 1, 1) | t(3,2)               |
| 1740 | (9, 0, 2, 0) | (8, 0, 1, 5) | t(4,0)               |
| 1741 | (9, 0, 3, 1) | (8, 8, 2, 0) | t(4,1)               |
| 1742 | (9, 0, 3, 2) | (8, 0, 2, 2) | t(3,3)               |
| 1743 | (9, 1, 3, 1) | (8, 0, 2, 1) | t(3,3)               |
| 1744 | (9, 1, 3, 2) | (8, 1, 2, 2) | t(3,3)               |
| 1745 | (10, 0, 3, 1) | (9, 8, 2, 0) | t(4,1)               |
| 1746 | (10, 0, 3, 2) | (10, 0, 2, 2) | t(3,3)               |
| 1747 | (10, 1, 3, 1) | (9, 0, 2, 0) | t(4,1)               |
| 1748 | (10, 1, 4, 2) | (9, 0, 3, 1) | t(4,2)               |
| 1749 | (10, 1, 4, 3) | (9, 0, 3, 2) | t(4,3)               |
| 1750 | (0, 1, 4, 2) | (10, 0, 3, 1) | t(4,2)               |
| 1751 | (0, 1, 4, 3) | (0, 1, 3, 2) | t(4,3)               |
| 1752 | (0, 2, 4, 2) | (10, 1, 3, 1) | t(4,2)               |
| 1753 | (0, 2, 5, 3) | (10, 1, 4, 2) | t(4,3)               |
| 1754 | (0, 2, 5, 4) | (10, 1, 4, 3) | t(4,4)               |
| 1755 | (1, 2, 5, 3) | (0, 1, 4, 2) | t(4,3)               |
| 1756 | (1, 2, 5, 4) | (1, 2, 4, 4) | t(3,5)               |
| 1757 | (1, 3, 5, 3) | (0, 3, 4, 3) | t(3,5)               |
| 1758 | (1, 3, 0, 4) | (0, 2, 5, 3) | t(4,4)               |
| 1759 | (1, 3, 0, 5) | (0, 2, 5, 4) | t(4,5)               |
| 1760 | (2, 3, 0, 4) | (1, 2, 5, 3) | t(4,4)               |
| 1761 | (2, 3, 0, 5) | (2, 3, 5, 4) | t(4,5)               |
| 1762 | (2, 4, 0, 4) | (1, 4, 5, 3) | t(4,4)               |
| 1763 | (2, 4, 1, 5) | (1, 3, 0, 4) | t(4,5)               |
| 1764 | (2, 4, 1, 0) | (1, 3, 0, 5) | t(4,0)               |
| 1765 | (3, 4, 1, 5) | (2, 3, 0, 4) | t(4,5)               |
| 1766 | (3, 4, 1, 0) | (2, 4, 1, 5) | t(4,0)               |
| 1767 | (3, 5, 1, 5) | (2, 5, 0, 5) | t(3,1)               |
| 1768 | (4, 5, 2, 0) | (3, 5, 2, 5) | t(4,0)               |
| 1769 | (4, 5, 2, 1) | (3, 5, 2, 0) | t(4,1)               |
| 1770 | (7, 7, 3, 1) | (7, 7, 2, 1) | t(3,3)               |
| 1771 | (7, 7, 3, 2) | (7, 7, 2, 1) | t(4,2)               |
| 1772 | (8, 8, 4, 2) | (8, 7, 3, 2) | t(3,4)               |
| 1773 | (8, 8, 4, 3) | (7, 8, 3, 3) | t(3,4)               |
| 1774 | (9, 0, 5, 4) | (8, 0, 4, 4) | t(3,5)               |
| 1775 | (9, 0, 0, 5) | (8, 0, 5, 5) | t(3,0)               |
| 1776 | (9, 0, 1, 5) | (8, 0, 0, 5) | t(3,1)               |
| 1777 | (10, 0, 0, 4) | (9, 0, 5, 4) | t(3,0)               |
| 1778 | (10, 0, 0, 5) | (9, 0, 5, 5) | t(3,0)               |
| 1779 | (10, 0, 1, 4) | (9, 0, 1, 4) | t(1,10)              |
| 1780 | (10, 0, 1, 5) | (9, 0, 1, 4) | t(4,5)               |
| 1781 | (0, 1, 1, 5) | (0, 1, 1, 4) | t(4,5)               |
| 1782 | (0, 1, 2, 5) | (0, 1, 1, 4) | t(4,5)               |
| 1783 | (0, 1, 2, 0) | (0, 1, 1, 0) | t(3,2)               |
| 1784 | (1, 2, 2, 0) | (1, 2, 1, 0) | t(3,2)               |
| 1785 | (1, 2, 3, 0) | (1, 2, 2, 0) | t(3,3)               |
| 1786 | (1, 2, 3, 1) | (0, 2, 2, 1) | t(3,3)               |
| 1787 | (2, 3, 3, 1) | (2, 3, 2, 0) | t(4,1)               |
| 1788 | (2, 3, 4, 1) | (1, 3, 4, 1) | t(1,2)               |
| 1789 | (2, 3, 4, 2) | (2, 3, 3, 1) | t(4,2)               |
| 1790 | (3, 4, 4, 3) | (2, 3, 4, 2) | t(4,3)               |
| 1791 | (3, 4, 5, 3) | (2, 3, 4, 2) | t(4,3)               |
| 1792 | (4, 5, 5, 4) | (3, 4, 5, 3) | t(4,4)               |
| 1793 | (4, 5, 0, 4) | (3, 4, 5, 3) | t(4,4)               |
| 1794 | (5, 6, 5, 5) | (5, 5, 4, 4) | t(4,5)               |
| 1795 | (5, 7, 5, 4) | (4, 6, 4, 4) | t(3,5)               |
| 1796 | (5, 7, 5, 5) | (4, 6, 4, 5) | t(3,5)               |
| 1797 | (6, 7, 0, 0) | (5, 6, 5, 5) | t(4,0)               |
| 1798 | (6, 8, 0, 5) | (5, 7, 5, 5) | t(3,0)               |
| 1799 | (6, 8, 0, 0) | (5, 7, 5, 0) | t(3,0)               |
| 1800 | (7, 8, 1, 1) | (6, 7, 0, 1) | t(3,1)               |
| 1801 | (7, 0, 1, 0) | (6, 8, 0, 5) | t(4,0)               |
| 1802 | (7, 0, 1, 1) | (6, 8, 0, 0) | t(4,1)               |
| 1803 | (8, 0, 2, 2) | (7, 8, 1, 1) | t(4,2)               |
| 1804 | (8, 1, 2, 1) | (7, 0, 1, 1) | t(3,2)               |
| 1805 | (8, 1, 2, 2) | (7, 0, 1, 2) | t(3,2)               |
| 1806 | (5, 6, 1, 0) | (4, 5, 1, 0) | t(2,6)               |
| 1807 | (10, 1, 4, 4) | (9, 0, 3, 3) | t(4,4)               |
| 1808 | (0, 2, 5, 5) | (10, 1, 4, 4) | t(4,5)               |
| 1809 | (1, 3, 0, 0) | (0, 2, 5, 5) | t(4,0)               |
| 1810 | (2, 4, 1, 1) | (1, 3, 0, 0) | t(4,1)               |
| 1811 | (3, 5, 1, 4) | (2, 5, 0, 3) | t(4,4)               |
| 1812 | (4, 5, 1, 4) | (3, 5, 1, 3) | t(4,4)               |
| 1813 | (4, 5, 1, 5) | (3, 5, 0, 5) | t(3,1)               |
| 1814 | (5, 5, 1, 4) | (5, 5, 1, 3) | t(4,4)               |
| 1815 | (5, 5, 1, 5) | (5, 5, 1, 4) | t(4,5)               |
| 1816 | (6, 6, 2, 0) | (6, 6, 1, 0) | t(3,2)               |
| 1817 | (9, 0, 4, 3) | (8, 8, 3, 2) | t(4,3)               |
| 1818 | (4, 5, 3, 2) | (4, 4, 3, 1) | t(4,2)               |
| 1819 | (6, 6, 3, 2) | (5, 6, 2, 1) | t(4,2)               |
| 1820 | (6, 6, 4, 2) | (6, 6, 3, 1) | t(4,2)               |
| 1821 | (8, 8, 3, 2) | (7, 7, 2, 2) | t(3,3)               |
| 1822 | (8, 8, 3, 3) | (8, 8, 2, 3) | t(3,3)               |
| 1823 | (9, 0, 4, 4) | (8, 0, 3, 4) | t(3,4)               |
| 1824 | (3, 4, 2, 2) | (2, 4, 1, 2) | t(3,2)               |
| 1825 | (4, 4, 3, 3) | (4, 3, 3, 3) | t(2,4)               |
| 1826 | (5, 4, 2, 3) | (4, 4, 1, 2) | t(4,3)               |
| 1827 | (5, 4, 3, 3) | (5, 4, 2, 2) | t(4,3)               |
| 1828 | (5, 5, 4, 4) | (5, 4, 3, 3) | t(4,4)               |
| 1829 | (5, 5, 1, 3) | (4, 4, 1, 2) | t(4,3)               |
| 1830 | (6, 6, 2, 3) | (5, 6, 1, 2) | t(4,3)               |
| 1831 | (7, 6, 3, 4) | (6, 6, 2, 3) | t(4,4)               |
| 1832 | (7, 6, 3, 5) | (7, 6, 2, 5) | t(3,3)               |
| 1833 | (7, 7, 3, 4) | (6, 7, 2, 4) | t(3,3)               |
| 1834 | (8, 7, 4, 5) | (7, 6, 3, 4) | t(4,5)               |
| 1835 | (8, 7, 4, 0) | (8, 7, 3, 0) | t(3,4)               |
| 1836 | (8, 8, 4, 5) | (7, 8, 3, 5) | t(3,4)               |
| 1837 | (9, 8, 5, 0) | (8, 7, 4, 5) | t(4,0)               |
| 1838 | (9, 8, 5, 1) | (9, 8, 4, 1) | t(3,5)               |
| 1839 | (9, 0, 5, 0) | (8, 0, 4, 0) | t(3,5)               |
| 1840 | (10, 0, 0, 1) | (9, 8, 5, 0) | t(4,1)               |
| 1841 | (10, 0, 0, 2) | (10, 0, 5, 2) | t(3,0)               |
| 1842 | (0, 1, 1, 2) | (10, 0, 0, 1) | t(4,2)               |
| 1843 | (0, 1, 1, 3) | (0, 1, 0, 3) | t(3,1)               |
| 1844 | (1, 2, 2, 3) | (0, 1, 1, 2) | t(4,3)               |
| 1845 | (1, 2, 2, 4) | (1, 2, 1, 4) | t(3,2)               |
| 1846 | (2, 3, 3, 4) | (1, 2, 2, 3) | t(4,4)               |
| 1847 | (2, 3, 3, 5) | (2, 2, 2, 5) | t(3,3)               |
| 1848 | (3, 4, 4, 5) | (2, 3, 4, 4) | t(4,5)               |
| 1849 | (3, 4, 4, 0) | (3, 3, 4, 5) | t(4,0)               |
| 1850 | (4, 5, 5, 0) | (4, 5, 5, 5) | t(4,0)               |
| 1851 | (4, 5, 5, 1) | (4, 5, 5, 0) | t(4,1)               |
| 1852 | (5, 6, 0, 1) | (5, 5, 5, 0) | t(4,1)               |
| 1853 | (6, 6, 2, 1) | (6, 6, 1, 0) | t(4,1)               |
| 1854 | (6, 6, 3, 1) | (6, 6, 2, 1) | t(3,3)               |
| 1855 | (7, 7, 2, 1) | (6, 6, 1, 0) | t(4,1)               |
| 1856 | (7, 7, 2, 2) | (6, 7, 1, 1) | t(4,2)               |
| 1857 | (9, 0, 3, 3) | (8, 8, 2, 2) | t(4,3)               |
| 1858 | (4, 5, 3, 1) | (4, 4, 3, 0) | t(4,1)               |
| 1859 | (8, 7, 5, 2) | (8, 7, 4, 2) | t(3,5)               |
| 1860 | (8, 7, 0, 2) | (8, 7, 5, 2) | t(3,0)               |
| 1861 | (9, 8, 0, 2) | (9, 8, 5, 2) | t(3,0)               |
| 1862 | (9, 8, 0, 3) | (9, 8, 5, 3) | t(3,0)               |
| 1863 | (9, 8, 1, 2) | (9, 8, 0, 2) | t(3,1)               |
| 1864 | (9, 8, 1, 3) | (9, 8, 0, 3) | t(3,1)               |
| 1865 | (10, 0, 1, 3) | (10, 0, 0, 3) | t(3,1)               |
| 1866 | (10, 0, 2, 3) | (10, 0, 1, 3) | t(3,2)               |
| 1867 | (10, 0, 2, 4) | (9, 0, 1, 4) | t(3,2)               |
| 1868 | (0, 1, 2, 4) | (0, 1, 1, 4) | t(3,2)               |
| 1869 | (0, 1, 3, 4) | (0, 1, 2, 4) | t(3,3)               |
| 1870 | (0, 1, 3, 5) | (0, 1, 2, 5) | t(3,3)               |
| 1871 | (1, 2, 3, 5) | (1, 2, 2, 5) | t(3,3)               |
| 1872 | (1, 2, 4, 5) | (1, 2, 3, 5) | t(3,4)               |
| 1873 | (1, 2, 4, 0) | (1, 2, 3, 0) | t(3,4)               |
| 1874 | (2, 3, 4, 0) | (2, 3, 3, 0) | t(3,4)               |
| 1875 | (2, 3, 5, 0) | (2, 3, 5, 5) | t(4,0)               |
| 1876 | (2, 3, 5, 1) | (2, 3, 5, 0) | t(4,1)               |
| 1877 | (3, 4, 0, 1) | (2, 4, 5, 0) | t(4,1)               |
| 1878 | (3, 4, 0, 2) | (3, 4, 5, 1) | t(4,2)               |
| 1879 | (5, 5, 1, 2) | (4, 4, 1, 1) | t(4,2)               |
| 1880 | (6, 6, 2, 2) | (6, 6, 2, 1) | t(4,2)               |
| 1881 | (8, 8, 2, 2) | (7, 7, 1, 2) | t(3,2)               |
| 1882 | (8, 8, 2, 3) | (8, 8, 1, 3) | t(3,2)               |
| 1883 | (9, 0, 3, 4) | (8, 0, 2, 3) | t(4,4)               |
| 1884 | (5, 5, 1, 1) | (5, 5, 1, 0) | t(4,1)               |
| 1885 | (7, 6, 3, 2) | (7, 6, 2, 1) | t(4,2)               |
| 1886 | (7, 6, 3, 3) | (7, 6, 2, 2) | t(4,3)               |
| 1887 | (7, 6, 4, 2) | (7, 6, 3, 1) | t(4,2)               |
| 1888 | (7, 6, 4, 3) | (7, 6, 3, 2) | t(4,3)               |
| 1889 | (8, 7, 4, 2) | (8, 7, 3, 2) | t(3,4)               |
| 1890 | (9, 8, 5, 2) | (9, 8, 4, 2) | t(3,5)               |
| 1891 | (9, 8, 5, 3) | (8, 8, 4, 3) | t(3,5)               |
| 1892 | (10, 0, 0, 3) | (10, 0, 5, 2) | t(4,3)               |
| 1893 | (0, 1, 1, 4) | (0, 1, 0, 3) | t(4,4)               |
| 1894 | (1, 2, 2, 5) | (1, 2, 1, 5) | t(3,2)               |
| 1895 | (2, 3, 3, 0) | (2, 2, 2, 0) | t(3,3)               |
| 1896 | (5, 6, 5, 2) | (5, 5, 4, 1) | t(4,2)               |
| 1897 | (9, 1, 3, 0) | (8, 0, 3, 5) | t(4,0)               |
| 1898 | (10, 1, 3, 0) | (10, 1, 2, 0) | t(3,3)               |
| 1899 | (0, 2, 4, 1) | (0, 2, 3, 0) | t(4,1)               |
| 1900 | (1, 3, 5, 2) | (0, 2, 4, 2) | t(3,5)               |
| 1901 | (2, 4, 0, 3) | (1, 4, 5, 2) | t(4,3)               |
| 1902 | (2, 4, 1, 4) | (1, 4, 0, 3) | t(4,4)               |
| 1903 | (3, 4, 0, 3) | (3, 4, 5, 3) | t(3,0)               |
| 1904 | (3, 4, 0, 4) | (3, 4, 5, 3) | t(4,4)               |
| 1905 | (3, 4, 1, 3) | (2, 4, 1, 3) | t(1,3)               |
| 1906 | (3, 4, 1, 4) | (2, 4, 0, 4) | t(3,1)               |
| 1907 | (4, 5, 0, 5) | (4, 5, 0, 4) | t(4,5)               |
| 1908 | (5, 6, 0, 0) | (5, 5, 5, 5) | t(4,0)               |
| 1909 | (4, 5, 3, 0) | (4, 4, 3, 5) | t(4,0)               |
| 1910 | (5, 5, 2, 0) | (5, 5, 2, 5) | t(4,0)               |
| 1911 | (6, 6, 5, 2) | (6, 6, 4, 2) | t(3,5)               |
| 1912 | (7, 6, 4, 1) | (7, 6, 3, 0) | t(4,1)               |
| 1913 | (7, 6, 5, 1) | (7, 6, 5, 0) | t(4,1)               |
| 1914 | (7, 6, 5, 2) | (7, 6, 4, 1) | t(4,2)               |
| 1915 | (8, 7, 5, 1) | (8, 7, 4, 1) | t(3,5)               |
| 1916 | (8, 7, 0, 1) | (8, 7, 5, 1) | t(3,0)               |
| 1917 | (3, 4, 1, 1) | (2, 4, 1, 1) | t(1,3)               |
| 1918 | (3, 4, 1, 2) | (2, 4, 0, 1) | t(4,2)               |
| 1919 | (4, 4, 0, 1) | (4, 4, 0, 0) | t(4,1)               |
| 1920 | (4, 4, 0, 2) | (4, 4, 0, 1) | t(4,2)               |
| 1921 | (4, 4, 1, 1) | (3, 4, 1, 0) | t(4,1)               |
| 1922 | (4, 4, 1, 2) | (3, 4, 1, 1) | t(4,2)               |
