Reach to Deadlock States:
----------------------------------------------------------------------
| No. | State       | Previous State | Transition           |
| 1923 | (5, 5, 0, 2) | (5, 5, 5, 1) | t(4,2)               |
| 1924 | (5, 5, 0, 3) | (5, 5, 0, 2) | t(4,3)               |
| 1925 | (6, 6, 1, 3) | (5, 6, 0, 2) | t(4,3)               |
| 1926 | (7, 6, 2, 4) | (6, 6, 1, 3) | t(4,4)               |
| 1927 | (7, 6, 2, 5) | (7, 6, 1, 4) | t(4,5)               |
| 1928 | (7, 7, 2, 4) | (6, 7, 2, 4) | t(1,7)               |
| 1929 | (8, 7, 3, 5) | (7, 6, 2, 4) | t(4,5)               |
| 1930 | (8, 7, 3, 0) | (8, 7, 2, 0) | t(3,3)               |
| 1931 | (8, 8, 3, 5) | (7, 8, 2, 4) | t(4,5)               |
| 1932 | (9, 8, 4, 0) | (8, 7, 3, 5) | t(4,0)               |
| 1933 | (9, 8, 4, 1) | (9, 8, 3, 1) | t(3,4)               |
| 1934 | (9, 0, 4, 0) | (9, 0, 4, 5) | t(4,0)               |
| 1935 | (10, 0, 5, 1) | (9, 8, 4, 0) | t(4,1)               |
| 1936 | (10, 0, 5, 2) | (10, 0, 4, 1) | t(4,2)               |
| 1937 | (0, 1, 0, 2) | (10, 0, 5, 1) | t(4,2)               |
| 1938 | (0, 1, 0, 3) | (0, 1, 5, 2) | t(4,3)               |
| 1939 | (1, 2, 1, 3) | (0, 1, 0, 2) | t(4,3)               |
| 1940 | (1, 2, 1, 4) | (1, 2, 0, 4) | t(3,1)               |
| 1941 | (2, 3, 2, 4) | (1, 2, 1, 3) | t(4,4)               |
| 1942 | (2, 3, 2, 5) | (1, 3, 1, 4) | t(4,5)               |
| 1943 | (3, 4, 4, 4) | (2, 3, 4, 3) | t(4,4)               |
| 1944 | (3, 4, 5, 4) | (3, 4, 5, 3) | t(4,4)               |
| 1945 | (4, 5, 5, 5) | (4, 5, 5, 4) | t(4,5)               |
| 1946 | (5, 8, 5, 0) | (4, 7, 5, 0) | t(2,8)               |
| 1947 | (6, 0, 0, 0) | (5, 8, 5, 0) | t(3,0)               |
| 1948 | (7, 1, 1, 1) | (6, 0, 0, 1) | t(3,1)               |
| 1949 | (6, 6, 1, 1) | (6, 6, 0, 1) | t(3,1)               |
| 1950 | (6, 6, 1, 2) | (5, 6, 0, 1) | t(4,2)               |
| 1951 | (7, 7, 1, 2) | (6, 7, 0, 2) | t(3,1)               |
| 1952 | (9, 0, 3, 5) | (8, 0, 2, 5) | t(3,3)               |
| 1953 | (9, 0, 4, 5) | (8, 0, 3, 4) | t(4,5)               |
| 1954 | (10, 0, 3, 4) | (10, 0, 2, 4) | t(3,3)               |
| 1955 | (10, 0, 3, 5) | (10, 0, 2, 5) | t(3,3)               |
| 1956 | (10, 0, 4, 4) | (10, 0, 3, 4) | t(3,4)               |
| 1957 | (10, 0, 4, 5) | (10, 0, 3, 5) | t(3,4)               |
| 1958 | (0, 1, 4, 5) | (0, 1, 3, 5) | t(3,4)               |
| 1959 | (0, 1, 4, 0) | (0, 1, 3, 0) | t(3,4)               |
| 1960 | (0, 1, 5, 5) | (0, 1, 4, 4) | t(4,5)               |
| 1961 | (0, 1, 5, 0) | (0, 1, 4, 0) | t(3,5)               |
| 1962 | (1, 2, 5, 0) | (1, 2, 4, 0) | t(3,5)               |
| 1963 | (1, 2, 5, 1) | (1, 2, 4, 1) | t(3,5)               |
| 1964 | (1, 2, 0, 0) | (1, 2, 5, 5) | t(4,0)               |
| 1965 | (1, 2, 0, 1) | (1, 2, 5, 1) | t(3,0)               |
| 1966 | (2, 3, 0, 1) | (2, 3, 5, 0) | t(4,1)               |
| 1967 | (2, 3, 0, 2) | (1, 3, 5, 2) | t(3,0)               |
| 1968 | (2, 3, 1, 1) | (2, 3, 1, 0) | t(4,1)               |
| 1969 | (2, 3, 1, 2) | (2, 3, 0, 2) | t(3,1)               |
| 1970 | (4, 4, 2, 2) | (3, 4, 2, 2) | t(1,4)               |
| 1971 | (4, 4, 3, 2) | (4, 3, 3, 1) | t(4,2)               |
| 1972 | (5, 5, 4, 1) | (5, 4, 3, 0) | t(4,1)               |
| 1973 | (8, 7, 1, 2) | (8, 7, 0, 2) | t(3,1)               |
| 1974 | (9, 8, 2, 2) | (9, 8, 1, 1) | t(4,2)               |
| 1975 | (9, 8, 2, 3) | (9, 8, 1, 3) | t(3,2)               |
| 1976 | (10, 0, 3, 3) | (10, 0, 2, 3) | t(3,3)               |
| 1977 | (0, 1, 4, 4) | (0, 1, 3, 3) | t(4,4)               |
| 1978 | (1, 2, 5, 5) | (1, 2, 4, 4) | t(4,5)               |
| 1979 | (2, 3, 0, 0) | (1, 3, 5, 5) | t(4,0)               |
| 1980 | (4, 4, 1, 3) | (3, 4, 1, 2) | t(4,3)               |
| 1981 | (4, 4, 1, 4) | (3, 4, 1, 3) | t(4,4)               |
| 1982 | (5, 4, 1, 3) | (5, 4, 1, 2) | t(4,3)               |
| 1983 | (5, 4, 1, 4) | (5, 4, 1, 3) | t(4,4)               |
| 1984 | (6, 6, 0, 3) | (6, 6, 5, 2) | t(4,3)               |
| 1985 | (7, 6, 5, 3) | (7, 6, 4, 2) | t(4,3)               |
| 1986 | (7, 6, 0, 3) | (7, 6, 5, 3) | t(3,0)               |
| 1987 | (7, 6, 1, 4) | (7, 6, 0, 3) | t(4,4)               |
| 1988 | (7, 6, 1, 5) | (7, 6, 1, 4) | t(4,5)               |
| 1989 | (7, 7, 1, 4) | (6, 7, 1, 4) | t(1,7)               |
| 1990 | (8, 6, 0, 4) | (8, 6, 5, 3) | t(4,4)               |
| 1991 | (8, 6, 0, 5) | (8, 6, 5, 4) | t(4,5)               |
| 1992 | (8, 6, 1, 4) | (8, 6, 0, 3) | t(4,4)               |
| 1993 | (8, 6, 1, 5) | (8, 6, 0, 4) | t(4,5)               |
| 1994 | (8, 7, 0, 4) | (8, 7, 5, 4) | t(3,0)               |
| 1995 | (8, 7, 1, 4) | (7, 7, 0, 4) | t(3,1)               |
| 1996 | (8, 7, 2, 5) | (7, 7, 2, 4) | t(4,5)               |
| 1997 | (8, 7, 2, 0) | (8, 7, 1, 0) | t(3,2)               |
| 1998 | (8, 8, 2, 5) | (7, 8, 1, 5) | t(3,2)               |
| 1999 | (9, 7, 1, 5) | (9, 7, 0, 5) | t(3,1)               |
| 2000 | (9, 7, 1, 0) | (9, 7, 0, 0) | t(3,1)               |
| 2001 | (9, 7, 2, 5) | (8, 7, 1, 4) | t(4,5)               |
| 2002 | (9, 7, 2, 0) | (9, 7, 1, 0) | t(3,2)               |
| 2003 | (9, 8, 1, 5) | (8, 8, 0, 4) | t(4,5)               |
| 2004 | (9, 8, 2, 5) | (8, 8, 1, 5) | t(3,2)               |
| 2005 | (9, 8, 3, 0) | (8, 8, 2, 5) | t(4,0)               |
| 2006 | (9, 8, 3, 1) | (9, 8, 2, 1) | t(3,3)               |
| 2007 | (9, 0, 3, 0) | (8, 0, 2, 0) | t(3,3)               |
| 2008 | (10, 8, 2, 0) | (9, 8, 1, 5) | t(4,0)               |
| 2009 | (10, 8, 2, 1) | (9, 8, 1, 0) | t(4,1)               |
| 2010 | (10, 8, 3, 0) | (9, 8, 2, 5) | t(4,0)               |
| 2011 | (10, 8, 3, 1) | (9, 8, 2, 1) | t(3,3)               |
| 2012 | (10, 0, 2, 0) | (9, 0, 1, 5) | t(4,0)               |
| 2013 | (10, 0, 3, 0) | (9, 0, 2, 5) | t(4,0)               |
| 2014 | (10, 0, 4, 1) | (10, 0, 3, 0) | t(4,1)               |
| 2015 | (10, 0, 4, 2) | (10, 0, 3, 2) | t(3,4)               |
| 2016 | (10, 1, 4, 1) | (9, 0, 3, 0) | t(4,1)               |
| 2017 | (0, 0, 3, 1) | (10, 0, 2, 0) | t(4,1)               |
| 2018 | (0, 0, 3, 2) | (10, 0, 2, 2) | t(3,3)               |
| 2019 | (0, 0, 4, 1) | (10, 0, 3, 0) | t(4,1)               |
| 2020 | (0, 0, 4, 2) | (0, 0, 4, 1) | t(4,2)               |
| 2021 | (0, 1, 3, 1) | (0, 1, 2, 0) | t(4,1)               |
| 2022 | (0, 1, 4, 1) | (0, 1, 3, 1) | t(3,4)               |
| 2023 | (0, 1, 5, 2) | (0, 1, 4, 1) | t(4,2)               |
| 2024 | (0, 1, 5, 3) | (0, 1, 5, 2) | t(4,3)               |
| 2025 | (0, 2, 5, 2) | (10, 1, 4, 1) | t(4,2)               |
| 2026 | (1, 1, 4, 2) | (1, 1, 3, 1) | t(4,2)               |
| 2027 | (1, 1, 4, 3) | (1, 1, 3, 2) | t(4,3)               |
| 2028 | (1, 1, 5, 2) | (1, 1, 4, 1) | t(4,2)               |
| 2029 | (1, 1, 5, 3) | (1, 1, 4, 2) | t(4,3)               |
| 2030 | (1, 2, 4, 2) | (1, 2, 3, 2) | t(3,4)               |
| 2031 | (1, 2, 5, 2) | (1, 2, 4, 2) | t(3,5)               |
| 2032 | (1, 2, 0, 3) | (0, 2, 5, 2) | t(4,3)               |
| 2033 | (1, 2, 0, 4) | (1, 2, 5, 4) | t(3,0)               |
| 2034 | (1, 3, 0, 3) | (1, 3, 5, 2) | t(4,3)               |
| 2035 | (2, 2, 5, 3) | (2, 2, 4, 2) | t(4,3)               |
| 2036 | (2, 2, 5, 4) | (1, 2, 4, 3) | t(4,4)               |
| 2037 | (2, 2, 0, 3) | (2, 2, 5, 2) | t(4,3)               |
| 2038 | (2, 2, 0, 4) | (2, 2, 5, 3) | t(4,4)               |
| 2039 | (2, 3, 5, 3) | (1, 3, 5, 2) | t(4,3)               |
| 2040 | (2, 3, 0, 3) | (1, 3, 5, 3) | t(3,0)               |
| 2041 | (2, 3, 1, 4) | (2, 3, 0, 3) | t(4,4)               |
| 2042 | (2, 3, 1, 5) | (2, 3, 1, 4) | t(4,5)               |
| 2043 | (3, 3, 0, 4) | (2, 3, 0, 3) | t(4,4)               |
| 2044 | (3, 3, 0, 5) | (3, 3, 0, 4) | t(4,5)               |
| 2045 | (3, 3, 1, 4) | (2, 3, 0, 3) | t(4,4)               |
| 2046 | (3, 3, 1, 5) | (3, 3, 1, 4) | t(4,5)               |
| 2047 | (3, 4, 2, 5) | (2, 4, 2, 4) | t(4,5)               |
| 2048 | (3, 4, 2, 0) | (2, 4, 2, 5) | t(4,0)               |
| 2049 | (4, 4, 1, 5) | (4, 4, 0, 4) | t(4,5)               |
| 2050 | (4, 4, 1, 0) | (4, 4, 1, 5) | t(4,0)               |
| 2051 | (4, 4, 2, 0) | (3, 4, 2, 5) | t(4,0)               |
| 2052 | (5, 5, 1, 0) | (5, 5, 1, 5) | t(4,0)               |
| 2053 | (6, 6, 1, 0) | (5, 6, 0, 5) | t(4,0)               |
| 2054 | (3, 4, 2, 1) | (2, 4, 1, 1) | t(3,2)               |
| 2055 | (4, 4, 2, 1) | (3, 4, 2, 0) | t(4,1)               |
| 2056 | (4, 4, 3, 1) | (4, 3, 3, 0) | t(4,1)               |
| 2057 | (5, 4, 4, 2) | (5, 3, 3, 1) | t(4,2)               |
| 2058 | (5, 4, 4, 3) | (5, 3, 3, 2) | t(4,3)               |
| 2059 | (5, 5, 5, 3) | (5, 4, 4, 2) | t(4,3)               |
| 2060 | (5, 5, 5, 4) | (4, 5, 5, 4) | t(1,5)               |
| 2061 | (7, 7, 1, 1) | (6, 7, 0, 0) | t(4,1)               |
| 2062 | (8, 1, 3, 0) | (7, 1, 2, 0) | t(3,3)               |
| 2063 | (4, 4, 3, 0) | (4, 3, 3, 5) | t(4,0)               |
| 2064 | (5, 4, 3, 0) | (4, 4, 2, 5) | t(4,0)               |
| 2065 | (5, 4, 4, 1) | (5, 3, 3, 0) | t(4,1)               |
| 2066 | (5, 5, 5, 2) | (5, 4, 4, 1) | t(4,2)               |
| 2067 | (5, 4, 1, 2) | (5, 4, 1, 1) | t(4,2)               |
| 2068 | (7, 6, 2, 3) | (6, 6, 1, 2) | t(4,3)               |
| 2069 | (8, 6, 3, 4) | (7, 6, 2, 3) | t(4,4)               |
| 2070 | (8, 6, 3, 5) | (8, 6, 2, 5) | t(3,3)               |
| 2071 | (8, 6, 4, 4) | (8, 6, 3, 3) | t(4,4)               |
| 2072 | (8, 6, 4, 5) | (8, 6, 4, 4) | t(4,5)               |
| 2073 | (8, 7, 3, 4) | (7, 7, 3, 4) | t(1,8)               |
| 2074 | (8, 7, 4, 4) | (7, 7, 3, 4) | t(3,4)               |
| 2075 | (9, 7, 4, 5) | (8, 6, 3, 4) | t(4,5)               |
| 2076 | (9, 7, 4, 0) | (9, 7, 3, 0) | t(3,4)               |
| 2077 | (9, 7, 5, 5) | (8, 7, 5, 5) | t(1,9)               |
| 2078 | (9, 7, 5, 0) | (9, 7, 4, 0) | t(3,5)               |
| 2079 | (9, 8, 4, 5) | (8, 8, 3, 5) | t(3,4)               |
| 2080 | (9, 8, 5, 5) | (8, 8, 4, 5) | t(3,5)               |
| 2081 | (10, 8, 5, 0) | (9, 7, 4, 5) | t(4,0)               |
| 2082 | (10, 8, 5, 1) | (9, 8, 4, 1) | t(3,5)               |
| 2083 | (10, 8, 0, 0) | (9, 8, 5, 5) | t(4,0)               |
| 2084 | (10, 8, 0, 1) | (9, 8, 0, 0) | t(4,1)               |
| 2085 | (10, 0, 5, 0) | (10, 0, 4, 5) | t(4,0)               |
| 2086 | (10, 0, 0, 0) | (9, 0, 5, 0) | t(3,0)               |
| 2087 | (0, 0, 0, 2) | (0, 0, 5, 2) | t(3,0)               |
| 2088 | (0, 0, 1, 2) | (0, 0, 0, 2) | t(3,1)               |
| 2089 | (1, 1, 1, 3) | (1, 1, 0, 3) | t(3,1)               |
| 2090 | (1, 1, 2, 3) | (1, 1, 1, 3) | t(3,2)               |
| 2091 | (2, 2, 2, 4) | (2, 1, 1, 4) | t(3,2)               |
| 2092 | (2, 2, 3, 4) | (1, 1, 3, 3) | t(4,4)               |
| 2093 | (8, 1, 2, 0) | (7, 0, 1, 0) | t(3,2)               |
| 2094 | (5, 4, 4, 0) | (5, 3, 3, 5) | t(4,0)               |
| 2095 | (5, 5, 5, 1) | (5, 4, 4, 0) | t(4,1)               |
| 2096 | (6, 6, 0, 2) | (5, 6, 5, 1) | t(4,2)               |
| 2097 | (8, 7, 2, 2) | (8, 7, 1, 1) | t(4,2)               |
| 2098 | (9, 8, 3, 2) | (9, 8, 2, 2) | t(3,3)               |
| 2099 | (9, 8, 3, 3) | (9, 8, 2, 3) | t(3,3)               |
| 2100 | (10, 0, 4, 3) | (10, 0, 3, 3) | t(3,4)               |
| 2101 | (0, 1, 5, 4) | (0, 1, 4, 3) | t(4,4)               |
| 2102 | (1, 2, 0, 5) | (1, 2, 5, 5) | t(3,0)               |
| 2103 | (2, 3, 1, 0) | (2, 3, 1, 5) | t(4,0)               |
| 2104 | (5, 4, 4, 4) | (5, 3, 3, 3) | t(4,4)               |
| 2105 | (5, 4, 4, 5) | (5, 3, 3, 4) | t(4,5)               |
| 2106 | (5, 5, 5, 5) | (5, 4, 4, 4) | t(4,5)               |
| 2107 | (5, 5, 5, 0) | (5, 4, 4, 5) | t(4,0)               |
| 2108 | (6, 6, 0, 0) | (6, 6, 5, 0) | t(3,0)               |
| 2109 | (6, 6, 0, 1) | (6, 6, 5, 1) | t(3,0)               |
| 2110 | (4, 4, 0, 0) | (4, 4, 0, 5) | t(4,0)               |
| 2111 | (5, 5, 0, 1) | (5, 5, 0, 0) | t(4,1)               |
| 2112 | (7, 6, 1, 3) | (6, 6, 0, 2) | t(4,3)               |
| 2113 | (8, 6, 2, 4) | (7, 6, 1, 3) | t(4,4)               |
| 2114 | (8, 6, 2, 5) | (8, 6, 1, 4) | t(4,5)               |
| 2115 | (8, 7, 2, 4) | (7, 7, 2, 4) | t(1,8)               |
| 2116 | (9, 7, 3, 5) | (8, 6, 2, 4) | t(4,5)               |
| 2117 | (9, 7, 3, 0) | (9, 7, 2, 5) | t(4,0)               |
| 2118 | (9, 8, 3, 5) | (9, 8, 2, 4) | t(4,5)               |
| 2119 | (10, 8, 4, 0) | (9, 7, 3, 5) | t(4,0)               |
| 2120 | (10, 8, 4, 1) | (9, 8, 3, 0) | t(4,1)               |
| 2121 | (10, 0, 4, 0) | (9, 0, 3, 5) | t(4,0)               |
| 2122 | (0, 0, 5, 1) | (10, 8, 4, 0) | t(4,1)               |
| 2123 | (0, 0, 5, 2) | (0, 0, 4, 1) | t(4,2)               |
| 2124 | (0, 1, 5, 1) | (0, 1, 4, 0) | t(4,1)               |
| 2125 | (1, 1, 0, 2) | (0, 0, 5, 1) | t(4,2)               |
| 2126 | (1, 1, 0, 3) | (1, 1, 5, 2) | t(4,3)               |
| 2127 | (1, 2, 0, 2) | (0, 2, 5, 1) | t(4,2)               |
| 2128 | (2, 2, 1, 3) | (1, 1, 0, 2) | t(4,3)               |
| 2129 | (2, 2, 1, 4) | (1, 2, 0, 3) | t(4,4)               |
| 2130 | (2, 3, 1, 3) | (2, 3, 0, 2) | t(4,3)               |
| 2131 | (3, 3, 2, 5) | (2, 3, 2, 4) | t(4,5)               |
| 2132 | (3, 3, 2, 0) | (2, 3, 2, 5) | t(4,0)               |
| 2133 | (4, 3, 2, 5) | (3, 3, 2, 4) | t(4,5)               |
| 2134 | (4, 3, 2, 0) | (3, 3, 2, 5) | t(4,0)               |
| 2135 | (4, 3, 2, 1) | (3, 3, 2, 0) | t(4,1)               |
| 2136 | (4, 3, 3, 0) | (4, 2, 2, 5) | t(4,0)               |
| 2137 | (4, 3, 3, 1) | (4, 2, 2, 0) | t(4,1)               |
| 2138 | (5, 3, 3, 0) | (4, 3, 2, 5) | t(4,0)               |
| 2139 | (5, 3, 3, 1) | (4, 3, 2, 0) | t(4,1)               |
| 2140 | (5, 3, 3, 2) | (5, 3, 2, 1) | t(4,2)               |
| 2141 | (5, 3, 4, 1) | (5, 3, 4, 0) | t(4,1)               |
| 2142 | (5, 3, 4, 2) | (5, 3, 4, 1) | t(4,2)               |
| 2143 | (5, 4, 5, 2) | (5, 4, 5, 1) | t(4,2)               |
| 2144 | (5, 4, 5, 3) | (5, 4, 5, 2) | t(4,3)               |
| 2145 | (5, 5, 0, 4) | (5, 5, 0, 3) | t(4,4)               |
| 2146 | (7, 0, 2, 5) | (6, 0, 1, 5) | t(3,2)               |
| 2147 | (7, 0, 3, 5) | (6, 0, 2, 5) | t(3,3)               |
| 2148 | (8, 0, 2, 5) | (7, 0, 2, 5) | t(1,8)               |
| 2149 | (8, 0, 3, 5) | (7, 8, 2, 5) | t(3,3)               |
| 2150 | (8, 0, 4, 5) | (7, 0, 3, 5) | t(3,4)               |
| 2151 | (5, 4, 1, 5) | (4, 4, 0, 4) | t(4,5)               |
| 2152 | (7, 6, 0, 2) | (7, 6, 5, 2) | t(3,0)               |
| 2153 | (7, 6, 1, 2) | (7, 6, 0, 2) | t(3,1)               |
| 2154 | (8, 6, 1, 3) | (8, 6, 0, 2) | t(4,3)               |
| 2155 | (8, 6, 2, 3) | (8, 6, 1, 3) | t(3,2)               |
| 2156 | (9, 6, 2, 4) | (9, 6, 1, 3) | t(4,4)               |
| 2157 | (9, 6, 2, 5) | (9, 6, 1, 4) | t(4,5)               |
| 2158 | (9, 6, 3, 4) | (9, 6, 2, 3) | t(4,4)               |
| 2159 | (9, 6, 3, 5) | (9, 6, 2, 4) | t(4,5)               |
| 2160 | (9, 7, 2, 4) | (8, 7, 1, 4) | t(3,2)               |
| 2161 | (9, 7, 3, 4) | (8, 7, 3, 4) | t(1,9)               |
| 2162 | (10, 7, 3, 5) | (9, 7, 2, 5) | t(3,3)               |
| 2163 | (10, 7, 3, 0) | (9, 7, 2, 5) | t(4,0)               |
| 2164 | (10, 7, 4, 5) | (10, 7, 3, 5) | t(3,4)               |
| 2165 | (10, 7, 4, 0) | (10, 7, 3, 0) | t(3,4)               |
| 2166 | (10, 8, 3, 5) | (10, 8, 2, 5) | t(3,3)               |
| 2167 | (10, 8, 4, 5) | (10, 8, 3, 5) | t(3,4)               |
| 2168 | (0, 8, 4, 0) | (0, 8, 3, 0) | t(3,4)               |
| 2169 | (0, 8, 4, 1) | (10, 8, 3, 0) | t(4,1)               |
| 2170 | (0, 8, 5, 0) | (0, 8, 4, 5) | t(4,0)               |
| 2171 | (0, 8, 5, 1) | (0, 8, 4, 0) | t(4,1)               |
| 2172 | (0, 0, 4, 0) | (0, 0, 3, 0) | t(3,4)               |
| 2173 | (0, 0, 5, 0) | (10, 0, 4, 0) | t(3,5)               |
| 2174 | (1, 0, 5, 1) | (1, 0, 4, 1) | t(3,5)               |
| 2175 | (1, 0, 5, 2) | (0, 0, 4, 1) | t(4,2)               |
| 2176 | (1, 0, 0, 2) | (1, 0, 5, 1) | t(4,2)               |
| 2177 | (1, 1, 5, 1) | (1, 1, 4, 0) | t(4,1)               |
| 2178 | (2, 1, 0, 2) | (2, 1, 5, 1) | t(4,2)               |
| 2179 | (2, 1, 0, 3) | (2, 1, 5, 2) | t(4,3)               |
| 2180 | (2, 1, 1, 3) | (2, 1, 0, 2) | t(4,3)               |
| 2181 | (2, 2, 0, 2) | (2, 2, 5, 2) | t(3,0)               |
| 2182 | (3, 2, 1, 3) | (3, 2, 1, 2) | t(4,3)               |
| 2183 | (3, 2, 1, 4) | (3, 2, 1, 3) | t(4,4)               |
| 2184 | (3, 2, 2, 4) | (2, 2, 2, 3) | t(4,4)               |
| 2185 | (3, 3, 1, 3) | (2, 3, 0, 3) | t(3,1)               |
| 2186 | (4, 3, 3, 5) | (4, 2, 2, 4) | t(4,5)               |
| 2187 | (5, 3, 3, 5) | (4, 3, 2, 4) | t(4,5)               |
| 2188 | (5, 3, 4, 0) | (5, 3, 4, 5) | t(4,0)               |
| 2189 | (5, 4, 5, 1) | (5, 4, 5, 0) | t(4,1)               |
| 2190 | (2, 3, 2, 0) | (1, 3, 1, 5) | t(4,0)               |
| 2191 | (3, 3, 2, 1) | (2, 3, 2, 0) | t(4,1)               |
| 2192 | (4, 3, 2, 2) | (3, 3, 1, 1) | t(4,2)               |
| 2193 | (4, 3, 3, 2) | (4, 2, 2, 1) | t(4,2)               |
| 2194 | (5, 3, 2, 2) | (5, 3, 1, 1) | t(4,2)               |
| 2195 | (8, 7, 1, 1) | (8, 7, 0, 0) | t(4,1)               |
| 2196 | (8, 7, 2, 1) | (8, 7, 1, 1) | t(3,2)               |
| 2197 | (3, 3, 0, 0) | (3, 3, 0, 5) | t(4,0)               |
| 2198 | (3, 3, 0, 1) | (3, 3, 0, 0) | t(4,1)               |
| 2199 | (3, 3, 1, 0) | (3, 3, 1, 5) | t(4,0)               |
| 2200 | (3, 3, 1, 1) | (2, 3, 0, 0) | t(4,1)               |
| 2201 | (3, 3, 1, 2) | (3, 3, 0, 1) | t(4,2)               |
| 2202 | (4, 3, 1, 1) | (4, 3, 1, 0) | t(4,1)               |
| 2203 | (4, 3, 1, 2) | (4, 3, 1, 1) | t(4,2)               |
| 2204 | (4, 3, 3, 3) | (4, 2, 2, 2) | t(4,3)               |
| 2205 | (5, 3, 2, 3) | (5, 3, 2, 2) | t(4,3)               |
| 2206 | (5, 3, 3, 3) | (4, 3, 2, 2) | t(4,3)               |
| 2207 | (5, 3, 3, 4) | (4, 3, 2, 3) | t(4,4)               |
| 2208 | (5, 3, 4, 3) | (5, 3, 3, 2) | t(4,3)               |
| 2209 | (5, 3, 4, 4) | (5, 3, 4, 3) | t(4,4)               |
| 2210 | (5, 4, 5, 4) | (5, 4, 5, 3) | t(4,4)               |
| 2211 | (5, 4, 5, 5) | (4, 4, 5, 4) | t(4,5)               |
| 2212 | (5, 5, 0, 5) | (4, 5, 0, 4) | t(4,5)               |
| 2213 | (5, 5, 0, 0) | (5, 5, 0, 5) | t(4,0)               |
| 2214 | (8, 7, 3, 2) | (8, 7, 2, 2) | t(3,3)               |
| 2215 | (9, 8, 4, 2) | (9, 8, 3, 2) | t(3,4)               |
| 2216 | (9, 8, 4, 3) | (9, 8, 3, 3) | t(3,4)               |
| 2217 | (10, 0, 5, 3) | (10, 0, 4, 3) | t(3,5)               |
| 2218 | (10, 0, 5, 4) | (10, 0, 4, 4) | t(3,5)               |
| 2219 | (0, 1, 0, 4) | (0, 1, 0, 3) | t(4,4)               |
| 2220 | (0, 1, 0, 5) | (0, 1, 5, 4) | t(4,5)               |
| 2221 | (1, 2, 1, 5) | (1, 2, 0, 5) | t(3,1)               |
| 2222 | (1, 2, 1, 0) | (1, 2, 0, 0) | t(3,1)               |
| 2223 | (2, 3, 2, 1) | (1, 3, 1, 0) | t(4,1)               |
| 2224 | (4, 3, 3, 4) | (4, 2, 2, 3) | t(4,4)               |
| 2225 | (5, 3, 2, 4) | (5, 3, 2, 3) | t(4,4)               |
| 2226 | (5, 3, 4, 5) | (5, 3, 4, 4) | t(4,5)               |
| 2227 | (5, 4, 5, 0) | (5, 4, 5, 5) | t(4,0)               |
| 2228 | (7, 6, 2, 2) | (7, 6, 1, 2) | t(3,2)               |
| 2229 | (8, 6, 3, 3) | (8, 6, 2, 3) | t(3,3)               |
| 2230 | (9, 6, 4, 4) | (9, 6, 3, 4) | t(3,4)               |
| 2231 | (9, 6, 4, 5) | (9, 6, 3, 5) | t(3,4)               |
| 2232 | (9, 7, 4, 4) | (8, 7, 4, 4) | t(1,9)               |
| 2233 | (10, 7, 5, 5) | (10, 7, 4, 5) | t(3,5)               |
| 2234 | (10, 7, 5, 0) | (10, 7, 4, 0) | t(3,5)               |
| 2235 | (10, 8, 5, 5) | (9, 8, 4, 5) | t(3,5)               |
| 2236 | (0, 8, 0, 0) | (10, 8, 5, 5) | t(4,0)               |
| 2237 | (0, 8, 0, 1) | (0, 8, 5, 0) | t(4,1)               |
| 2238 | (1, 0, 1, 2) | (1, 0, 1, 1) | t(4,2)               |
| 2239 | (2, 1, 2, 3) | (2, 1, 1, 2) | t(4,3)               |
| 2240 | (3, 2, 2, 5) | (2, 2, 1, 4) | t(4,5)               |
| 2241 | (4, 2, 2, 4) | (3, 2, 2, 3) | t(4,4)               |
| 2242 | (4, 2, 2, 5) | (3, 2, 2, 5) | t(1,4)               |
| 2243 | (7, 6, 1, 0) | (7, 6, 0, 5) | t(4,0)               |
| 2244 | (7, 6, 1, 1) | (7, 6, 0, 0) | t(4,1)               |
| 2245 | (7, 6, 2, 0) | (7, 6, 1, 0) | t(3,2)               |
| 2246 | (7, 6, 2, 1) | (6, 6, 1, 0) | t(4,1)               |
| 2247 | (8, 7, 3, 1) | (8, 7, 2, 1) | t(3,3)               |
| 2248 | (2, 3, 4, 3) | (1, 3, 3, 3) | t(3,4)               |
| 2249 | (2, 3, 5, 2) | (2, 3, 5, 1) | t(4,2)               |
| 2250 | (3, 3, 4, 2) | (2, 2, 4, 2) | t(2,3)               |
| 2251 | (3, 3, 4, 3) | (2, 2, 4, 3) | t(2,3)               |
| 2252 | (3, 3, 5, 2) | (3, 3, 5, 1) | t(4,2)               |
| 2253 | (3, 3, 5, 3) | (3, 3, 5, 2) | t(4,3)               |
| 2254 | (4, 4, 5, 3) | (4, 4, 5, 2) | t(4,3)               |
| 2255 | (4, 4, 5, 4) | (3, 4, 5, 3) | t(4,4)               |
| 2256 | (4, 4, 0, 3) | (4, 4, 0, 2) | t(4,3)               |
| 2257 | (4, 4, 0, 4) | (3, 4, 5, 3) | t(4,4)               |
| 2258 | (4, 4, 0, 5) | (4, 4, 0, 4) | t(4,5)               |
| 2259 | (5, 4, 0, 4) | (5, 4, 0, 3) | t(4,4)               |
| 2260 | (5, 4, 0, 5) | (4, 4, 0, 4) | t(4,5)               |
| 2261 | (5, 4, 0, 0) | (5, 4, 0, 5) | t(4,0)               |
| 2262 | (5, 4, 0, 1) | (5, 4, 0, 0) | t(4,1)               |
